customerId,nombre,aPaterno,aMaterno,correo,telefono,sexo,imagen,fecha_nacimiento,contraseña,ultimoAcceso,statusId,createdAt,updatedAt,intentosFallidos,ultimoIntentoFallido,preguntaSecreta,respuestaPSecreta,fcmToken
111,"Flor Daniela",Romero,Doroteo,"flor daniela.romero6@example.com",7736586698,masculino,NULL,2003-06-12,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-06-07 03:25:21",2,"2024-04-16 12:26:51","2024-06-07 03:25:21",5,"2024-06-22 03:09:32","¿Equipo de futbol favorito?",Pumas,NULL
112,Laura,Lopez,Sanchez,laura.lopez7@example.com,7603490713,masculino,NULL,1998-06-29,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-18 17:02:20",1,"2024-03-14 20:37:51","2024-07-18 17:02:20",0,"2024-05-05 07:47:28","¿Color favorito?",Pumas,NULL
113,Pedro,Martinez,Hernandez,pedro.martinez8@example.com,7670969702,masculino,NULL,1998-10-01,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-19 04:19:51",2,"2024-04-09 22:09:09","2024-07-19 04:19:51",0,"2024-06-23 15:02:26","¿Animal favorito?",Morado,NULL
114,Pedro,Doroteo,Martinez,pedro.doroteo9@example.com,7708977065,femenino,NULL,1999-05-01,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-19 04:25:36",1,"2024-06-05 11:06:46","2024-07-19 04:25:36",0,"2024-05-11 13:05:44","¿Lugar favorito?",Morado,NULL
115,Ana,Rodriguez,Sanchez,ana.rodriguez10@example.com,7624670460,masculino,NULL,1985-05-20,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-20 20:10:17",1,"2024-03-06 07:45:56","2024-07-20 20:10:17",0,"2024-05-05 16:14:04","¿Equipo de futbol favorito?",Playa,NULL
116,Luis,Sanchez,Perez,luis.sanchez11@example.com,7666969851,femenino,NULL,1998-03-30,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-20 20:22:32",1,"2024-03-03 17:59:59","2024-07-20 20:22:32",0,"2024-02-27 20:58:41","¿Color favorito?",Perro,NULL
117,"Flor Daniela",Rodriguez,Perez,flor_daniela.rodriguez12@example.com,7602134807,masculino,NULL,2005-05-30,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-05-26 23:11:02",3,"2024-04-13 09:58:06","2024-05-26 23:11:02",3,"2024-03-17 09:56:21","¿Fruta favorita?",Perro,NULL
118,Pedro,Romero,Perez,pedro.romero13@example.com,7692055231,masculino,NULL,1984-11-20,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-20 20:31:15",1,"2024-06-29 09:41:51","2024-07-20 20:31:15",0,"2024-03-27 07:09:15","¿Equipo de futbol favorito?",Morado,NULL
119,Laura,Garcia,Doroteo,laura.garcia14@example.com,7680157330,femenino,NULL,1990-12-16,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-20 20:34:29",3,"2024-05-02 17:43:34","2024-07-20 20:34:29",0,"2024-03-24 00:13:13","¿Fruta favorita?",Morado,NULL
120,Miguel,Doroteo,Sanchez,miguel.doroteo15@example.com,7709152521,masculino,NULL,1980-11-08,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-20 20:38:45",3,"2024-03-21 12:54:08","2024-07-20 20:38:45",0,"2024-05-02 13:02:43","¿Color favorito?",Pumas,NULL
121,Jose,Lopez,Perez,jose.lopez16@example.com,7691295011,femenino,NULL,1991-10-14,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-20 20:44:09",2,"2024-06-06 13:19:53","2024-07-20 20:44:09",0,"2024-01-19 19:54:16","¿Equipo de futbol favorito?",Morado,NULL
122,Luis,Romero,Lopez,luis.romero17@example.com,7604206828,femenino,NULL,1990-11-06,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-20 20:49:55",2,"2024-04-15 02:53:11","2024-07-20 20:49:55",0,"2024-01-28 15:10:54","¿Fruta favorita?",Playa,NULL
123,Pedro,Rodriguez,Martinez,pedro.rodriguez18@example.com,7793391388,masculino,NULL,1993-08-13,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-20 20:55:22",3,"2024-06-09 16:33:28","2024-07-20 20:55:22",0,"2024-05-17 04:51:47","¿Color favorito?",Sandía,NULL
124,"Flor Daniela",Sanchez,Garcia,flor_daniela.sanchez19@example.com,7690600471,femenino,NULL,1988-05-15,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-04-05 16:35:26",3,"2024-06-29 13:22:17","2024-04-05 16:35:26",2,"2024-06-25 18:09:55","¿Lugar favorito?",Pumas,NULL
125,Pedro,Hernandez,Romero,pedro.hernandez20@example.com,7736508794,masculino,NULL,1999-07-24,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-20 21:04:30",1,"2024-02-26 12:34:08","2024-07-20 21:04:30",0,"2024-06-19 05:44:12","¿Color favorito?",Sandía,NULL
126,Laura,Martinez,Garcia,laura.martinez21@example.com,7646016291,masculino,NULL,1998-11-16,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-20 21:08:23",3,"2024-02-15 07:04:46","2024-07-20 21:08:23",0,"2024-05-18 06:53:43","¿Fruta favorita?",Sandía,NULL
127,Miguel,Hernandez,Gomez,miguel.hernandez22@example.com,7624965287,masculino,NULL,2000-04-09,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-20 21:14:27",1,"2024-05-26 02:07:57","2024-07-20 21:14:27",0,"2024-02-14 21:24:37","¿Lugar favorito?",Perro,NULL
128,Laura,Gomez,Doroteo,laura.gomez23@example.com,7758460667,femenino,NULL,2004-11-13,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-20 21:17:16",3,"2024-03-26 15:26:12","2024-07-20 21:17:16",0,"2024-01-18 14:05:45","¿Lugar favorito?",Sandía,NULL
129,Pedro,Doroteo,Martinez,pedro.doroteo24@example.com,7783768485,masculino,NULL,1987-08-23,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-20 21:24:58",2,"2024-06-23 11:31:55","2024-07-20 21:24:58",0,"2024-04-08 14:16:13","¿Animal favorito?",Sandía,NULL
130,Ana,Lopez,Romero,ana.lopez25@example.com,7791933030,masculino,NULL,1994-10-17,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-20 21:30:09",1,"2024-03-15 02:46:48","2024-07-20 21:30:09",0,"2024-04-24 10:54:36","¿Color favorito?",Morado,NULL
131,Ana,Gomez,Perez,ana.gomez26@example.com,7760215745,femenino,NULL,2004-06-01,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-20 21:40:26",1,"2024-04-07 19:26:08","2024-07-20 21:40:26",0,"2024-01-21 20:06:02","¿Lugar favorito?",Perro,NULL
132,Luis,Doroteo,Rodriguez,luis.doroteo27@example.com,7639828143,masculino,NULL,1991-08-30,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-20 21:45:14",3,"2024-06-05 13:22:40","2024-07-20 21:45:14",0,"2024-01-24 17:46:13","¿Lugar favorito?",Perro,NULL
133,Carlos,Rodriguez,Martinez,carlos.rodriguez28@example.com,7649756356,femenino,NULL,2000-05-29,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-20 21:52:39",2,"2024-02-24 10:57:44","2024-07-20 21:52:39",0,"2024-03-19 22:47:22","¿Animal favorito?",Perro,NULL
134,Ana,Martinez,Sanchez,ana.martinez29@example.com,7637826002,masculino,NULL,1993-03-06,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-20 21:55:26",3,"2024-05-21 07:45:45","2024-07-20 21:55:26",0,"2024-02-17 16:50:43","¿Animal favorito?",Perro,NULL
135,Miguel,Martinez,Hernandez,miguel.martinez30@example.com,7772772626,masculino,NULL,1998-09-12,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-20 21:59:44",1,"2024-01-06 09:24:05","2024-07-20 21:59:44",0,"2024-05-26 19:49:56","¿Color favorito?",Morado,NULL
136,Itzel,Rodriguez,Perez,itzel.rodriguez31@example.com,7644234952,masculino,NULL,1987-05-27,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-20 22:47:03",2,"2024-05-29 17:07:40","2024-07-20 22:47:03",0,"2024-04-06 13:41:04","¿Equipo de futbol favorito?",Playa,NULL
137,Miguel,Gomez,Rodriguez,miguel.gomez32@example.com,7690659300,masculino,NULL,1986-03-17,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-20 22:48:48",1,"2024-01-21 19:02:53","2024-07-20 22:48:48",0,"2024-05-02 12:04:19","¿Color favorito?",Sandía,NULL
138,"Flor Daniela",Doroteo,Hernandez,flor_daniela.doroteo33@example.com,7674936016,masculino,NULL,1993-09-28,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-03-02 11:37:00",3,"2024-03-18 12:43:04","2024-03-02 11:37:00",2,"2024-05-17 18:09:28","¿Fruta favorita?",Pumas,NULL
139,Laura,Rodriguez,Perez,laura.rodriguez34@example.com,7738744639,femenino,NULL,1989-04-20,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-20 22:56:40",3,"2024-02-06 10:58:53","2024-07-20 22:56:40",0,"2024-06-11 02:35:24","¿Color favorito?",Sandía,NULL
140,Luis,Rodriguez,Romero,luis.rodriguez35@example.com,7786432816,femenino,NULL,2003-08-08,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-21 06:30:28",1,"2024-05-05 01:19:38","2024-07-21 06:30:28",0,"2024-06-19 07:07:44","¿Lugar favorito?",Sandía,NULL
141,Itzel,Gomez,Sanchez,itzel.gomez36@example.com,7722907821,femenino,NULL,1981-09-18,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-24 04:47:39",2,"2024-01-07 14:57:07","2024-07-24 04:47:39",0,"2024-07-24 04:47:27","¿Fruta favorita?",Morado,NULL
142,Laura,Hernandez,Gomez,laura.hernandez37@example.com,7679202140,femenino,NULL,1998-05-08,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-24 04:52:13",1,"2024-01-23 14:58:13","2024-07-24 04:52:13",0,"2024-02-19 20:39:35","¿Color favorito?",Perro,NULL
143,Laura,Gomez,Hernandez,laura.gomez38@example.com,7622084568,femenino,NULL,1999-11-21,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-24 04:58:22",3,"2024-01-17 08:29:03","2024-07-24 04:58:22",0,"2024-01-31 02:53:19","¿Lugar favorito?",Playa,NULL
144,Laura,Martinez,Doroteo,laura.martinez39@example.com,7777775198,masculino,NULL,1985-08-18,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-24 05:02:59",3,"2024-06-16 02:48:47","2024-07-24 05:02:59",0,"2024-05-19 06:32:47","¿Color favorito?",Perro,NULL
145,Pedro,Perez,Romero,pedro.perez40@example.com,7656402441,femenino,NULL,1988-07-15,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-24 05:10:42",3,"2024-02-07 09:25:46","2024-07-24 05:10:42",0,"2024-01-19 19:33:23","¿Equipo de futbol favorito?",Playa,NULL
146,Luis,Lopez,Sanchez,luis.lopez41@example.com,7717670748,femenino,NULL,1983-08-27,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-24 05:14:47",3,"2024-06-03 02:59:31","2024-07-24 05:14:47",0,"2024-01-09 08:02:22","¿Equipo de futbol favorito?",Sandía,NULL
147,Carlos,Lopez,Romero,carlos.lopez42@example.com,7768194312,masculino,NULL,1995-08-23,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-24 05:25:11",2,"2024-06-04 14:55:23","2024-07-24 05:25:11",0,"2024-07-24 05:25:05","¿Animal favorito?",Pumas,NULL
148,Itzel,Doroteo,Gomez,itzel.doroteo43@example.com,7757065652,masculino,NULL,1994-11-25,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-24 05:38:18",1,"2024-03-13 11:35:15","2024-07-24 05:38:18",0,"2024-03-27 14:53:06","¿Animal favorito?",Pumas,NULL
149,Ana,Lopez,Perez,ana.lopez44@example.com,7685293581,femenino,NULL,1982-10-31,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-24 05:46:03",3,"2024-03-01 01:17:24","2024-07-24 05:46:03",0,"2024-06-27 08:51:00","¿Lugar favorito?",Perro,NULL
150,Maria,Garcia,Perez,maria.garcia45@example.com,7616723355,masculino,NULL,1992-05-31,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-24 05:56:44",2,"2024-03-24 18:04:38","2024-07-24 05:56:44",0,"2024-03-09 03:16:16","¿Lugar favorito?",Morado,NULL
151,Jose,Garcia,Sanchez,jose.garcia46@example.com,7736727624,femenino,NULL,1993-02-06,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-24 06:04:39",1,"2024-05-17 14:36:10","2024-07-24 06:04:39",0,"2024-04-08 09:08:13","¿Color favorito?",Perro,NULL
152,Ana,Gomez,Hernandez,ana.gomez47@example.com,7770594927,femenino,NULL,1987-12-12,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-24 23:03:32",2,"2024-06-18 01:21:24","2024-07-24 23:03:32",0,"2024-02-26 06:50:34","¿Animal favorito?",Playa,NULL
153,Jose,Lopez,Perez,jose.lopez48@example.com,7602441131,femenino,NULL,2000-03-27,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-24 23:08:32",1,"2024-02-14 19:31:36","2024-07-24 23:08:32",0,"2024-03-09 02:05:32","¿Equipo de futbol favorito?",Sandía,NULL
154,Ana,Gomez,Gomez,ana.gomez49@example.com,7729424700,masculino,NULL,1996-07-06,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-24 23:10:55",1,"2024-05-07 22:45:27","2024-07-24 23:10:55",0,"2024-06-15 05:53:08","¿Fruta favorita?",Morado,NULL
155,Itzel,Lopez,Romero,itzel.lopez50@example.com,7782832317,masculino,NULL,1999-05-16,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-24 23:13:56",3,"2024-03-15 12:47:17","2024-07-24 23:13:56",0,"2024-01-21 13:50:02","¿Lugar favorito?",Sandía,NULL
156,Itzel,Hernandez,Gomez,itzel.hernandez51@example.com,7690606182,femenino,NULL,1992-01-07,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-24 23:16:36",3,"2024-06-20 10:37:19","2024-07-24 23:16:36",0,"2024-03-28 01:08:15","¿Fruta favorita?",Morado,NULL
157,Miguel,Rodriguez,Gomez,miguel.rodriguez52@example.com,7692220005,femenino,NULL,1987-09-11,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-24 23:20:21",3,"2024-02-15 09:42:05","2024-07-24 23:20:21",0,"2024-06-24 16:21:30","¿Lugar favorito?",Sandía,NULL
158,Maria,Hernandez,Doroteo,maria.hernandez53@example.com,7799185352,masculino,NULL,1995-01-22,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-24 23:22:44",3,"2024-05-20 00:31:32","2024-07-24 23:22:44",0,"2024-04-16 18:23:35","¿Equipo de futbol favorito?",Sandía,NULL
159,Jose,Doroteo,Perez,jose.doroteo54@example.com,7610676088,masculino,NULL,2002-08-13,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-24 23:26:25",1,"2024-04-14 16:46:57","2024-07-24 23:26:25",0,"2024-04-25 01:22:35","¿Fruta favorita?",Sandía,NULL
160,Pedro,Rodriguez,Rodriguez,pedro.rodriguez55@example.com,7671811636,femenino,NULL,1988-11-18,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-24 23:30:22",2,"2024-04-10 12:45:21","2024-07-24 23:30:22",0,"2024-01-04 02:00:55","¿Animal favorito?",Playa,NULL
161,"Flor Daniela",Gomez,Martinez,flor_daniela.gomez56@example.com,7750980769,masculino,NULL,1994-06-15,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-06-03 17:16:03",2,"2024-01-14 21:36:08","2024-06-03 17:16:03",0,"2024-06-13 15:52:45","¿Animal favorito?",Perro,NULL
162,"Flor Daniela",Garcia,Romero,flor_daniela.garcia57@example.com,7751129056,femenino,NULL,1995-04-03,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-01-02 05:49:17",3,"2024-04-16 20:27:47","2024-01-02 05:49:17",5,"2024-02-26 06:16:03","¿Fruta favorita?",Pumas,NULL
163,Pedro,Sanchez,Garcia,pedro.sanchez58@example.com,7653612393,masculino,NULL,2005-04-27,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-24 23:32:55",2,"2024-04-28 00:55:02","2024-07-24 23:32:55",0,"2024-01-18 02:52:59","¿Fruta favorita?",Sandía,NULL
164,Laura,Gomez,Doroteo,laura.gomez59@example.com,7632653324,masculino,NULL,1993-09-14,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-24 23:35:06",3,"2024-04-11 02:56:02","2024-07-24 23:35:06",0,"2024-05-03 02:39:07","¿Fruta favorita?",Pumas,NULL
165,Itzel,Martinez,Lopez,itzel.martinez60@example.com,7711467829,masculino,NULL,2001-09-09,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-24 23:37:29",2,"2024-01-30 15:41:02","2024-07-24 23:37:29",0,"2024-04-01 16:56:29","¿Animal favorito?",Morado,NULL
166,Laura,Sanchez,Lopez,laura.sanchez61@example.com,7688159863,femenino,NULL,2003-01-17,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-24 23:42:04",1,"2024-03-09 15:47:13","2024-07-24 23:42:04",0,"2024-02-29 15:54:56","¿Animal favorito?",Sandía,NULL
167,"Flor Daniela",Romero,Perez,flor_daniela.romero62@example.com,7602964225,masculino,NULL,1997-08-21,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-05-24 17:18:48",3,"2024-03-21 04:27:17","2024-05-24 17:18:48",0,"2024-02-19 13:24:05","¿Equipo de futbol favorito?",Morado,NULL
168,Carlos,Doroteo,Garcia,carlos.doroteo63@example.com,7736686882,femenino,NULL,1999-12-22,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-24 23:43:44",3,"2024-01-15 14:08:40","2024-07-24 23:43:44",0,"2024-06-14 05:20:38","¿Lugar favorito?",Morado,NULL
169,Laura,Martinez,Romero,laura.martinez64@example.com,7796733947,masculino,NULL,1998-07-09,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-24 23:45:30",3,"2024-04-18 21:03:41","2024-07-24 23:45:30",0,"2024-04-24 10:29:41","¿Equipo de futbol favorito?",Pumas,NULL
170,Laura,Rodriguez,Martinez,laura.rodriguez65@example.com,7656896473,masculino,NULL,1995-10-13,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-25 01:25:29",3,"2024-06-21 21:21:14","2024-07-25 01:25:29",0,"2024-05-07 07:04:09","¿Equipo de futbol favorito?",Pumas,NULL
171,Luis,Gomez,Hernandez,luis.gomez66@example.com,7619162367,femenino,NULL,1990-08-16,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-25 01:28:00",3,"2024-05-17 20:46:20","2024-07-25 01:28:00",0,"2024-04-27 03:02:22","¿Lugar favorito?",Perro,NULL
172,Miguel,Lopez,Perez,miguel.lopez67@example.com,7760132595,femenino,NULL,1996-05-05,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-25 01:30:38",1,"2024-06-02 08:49:59","2024-07-25 01:30:38",0,"2024-03-25 00:01:56","¿Fruta favorita?",Pumas,NULL
173,Jose,Romero,Hernandez,jose.romero68@example.com,7798204617,masculino,NULL,2004-09-22,$2a$10$9Xsk/b/0EnHfEW7q4ykKte/VsjDrvxbeigNzlPtUNhR5FWhGalC4.,"2024-07-25 01:31:48",2,"2024-01-05 03:01:17","2024-07-25 01:31:48",0,"2024-06-13 21:40:49","¿Animal favorito?",Playa,NULL
